2,17,,,,,,,,,,,,,,,
Gene name,P35998,P35972,P35975,P10876,P36001,P36007,P35930,P35937,P10865,P35987,P35963,P35982,P10880,P36016,P35955,P35990
Plek,2.823742909,2.94887659,2.247785369,1.753536884,1.057271424,0.660993142,1.709002942,0.681486731,2.527775934,2.8116613,2.179627458,3.288286548,1.355796164,1.292899204,3.121435309,10.99788474
Cxcl16,6.274984242,11.23381558,2.372662334,10.70580413,2.378860704,4.060386445,5.127008826,3.134838965,6.119878576,4.650055228,4.48034533,4.110358185,10.35335253,3.66321441,5.416608331,44.54698768
Lpcat1,1.098122242,1.404226948,0.99901572,1.292079809,0.792953568,0.283282775,0.534063419,1.226676117,0.399122516,1.297689831,0.968723315,1.644143274,0.493016787,2.370315207,2.662400705,3.777051325
Kif1c,134.2846628,139.5801586,138.863185,102.2588878,126.3439352,129.5546559,115.7849493,138.6144012,148.2074942,166.5368616,123.5122226,189.6930302,169.1047579,227.9812262,159.5604285,228.5116052
Gna15,1.411871454,0.842536169,0.124876965,0.73833132,0.616741664,0.944275917,1.38856489,1.09037877,1.596490063,1.730253108,0.968723315,1.438625365,0.73952518,1.077416003,0.826262288,7.998461629
Mertk,16.15808442,16.99114607,18.23203689,14.76662639,11.10134995,8.876193624,15.9150899,16.08308686,6.385960254,17.84323518,11.14031812,26.10077447,10.47660672,21.33283686,12.66935508,47.5464108
Trpv2,1.725620667,2.94887659,1.373646615,1.568954054,1.145377376,1.321986284,2.456691729,0.954081424,2.527775934,1.838393927,2.663989115,1.233107455,1.972067148,2.370315207,1.744331496,11.8866027
Hopx,2.039369879,2.808453896,1.74827751,1.107496979,3.171814272,5.94893828,1.281752207,0.681486731,0.399122516,0.973267373,0.484361657,1.438625365,0.616270984,1.508382404,0.734455367,42.54737228
Clic1,18.0405797,20.78255883,17.73252903,21.50389968,40.35252601,20.30193222,26.80998365,14.99270809,25.01167766,21.19560057,23.00717872,19.72971929,23.17178899,43.31212332,22.30908177,84.2060266
Cd74,112.0084687,73.30064667,89.91141478,116.2871828,84.0530782,108.4973029,60.24235371,92.13700609,125.7235925,75.04972856,44.92454372,57.13397877,111.4217939,62.92109458,106.4960282,555.559814
Prr5l,0.156874606,0.982958863,0.124876965,0.092291415,0.616741664,0.188855183,0.320438052,0.272594693,0.399122516,0.108140819,0.242180829,0.616553728,0.246508393,0.861932802,0.826262288,1.777435918
Vav1,7.686855696,4.914794317,1.873154475,4.429987917,3.436132128,3.021682936,3.84525662,3.271136311,5.986837738,3.352365397,2.300717872,3.082768639,4.067388493,4.094180812,5.967449856,21.99576948
Syne2,17.56995588,15.58691912,14.36085097,16.15099761,12.51104518,12.27558693,13.8856489,13.76603198,20.62132999,18.27579845,14.53084972,18.08557601,19.72067148,22.62573606,16.89247344,27.66134647
Oit3,17.88370509,16.28903259,18.10715992,26.67221892,18.32603801,9.914897133,19.8671592,26.16909049,6.519001092,26.71078235,13.68321682,25.68973866,35.99022545,29.52119848,21.75824024,49.43493646
Coro1b,91.45789533,109.3892792,100.0264489,90.44558664,109.4275924,98.67683337,110.1238771,89.54735651,106.0335484,118.0897746,106.9228359,109.3355277,124.3634845,101.2771043,122.4704324,154.5258351
Pld3,61.96546939,65.99866655,70.68036217,43.19238219,75.68301276,64.21076238,62.16498202,72.10129619,62.13007163,76.56370003,57.27576598,66.7933205,56.6969305,78.22040182,82.44261494,136.7514759
Dock2,6.431858848,3.791412759,2.372662334,2.676451033,2.64317856,2.832827752,4.165694671,2.725946926,6.252919415,5.839604239,3.511622016,6.371055186,3.820880099,5.171596815,5.508415252,12.66423091
Ikzf1,1.882495273,0.982958863,0.374630895,0.55374849,0.704847616,0.660993142,0.640876103,0.817784078,0.93128587,0.540704096,1.089813729,1.438625365,1.232541967,1.723865605,1.836138417,2.555064132
Mical1,2.509993697,2.668031201,1.24876965,2.584159618,2.731284512,1.60526906,2.563504413,1.09037877,4.390347674,3.352365397,2.663989115,1.644143274,5.29993046,1.292899204,3.580469914,13.21967964
Lcp2,7.059357272,4.633948928,5.119955564,5.352902067,2.819390464,4.438096812,4.806570775,4.225217735,6.652041931,6.812871612,5.691249474,8.22071637,2.588338132,4.094180812,6.977325986,24.10647463
B3gnt7,0.627498424,0.140422695,0.374630895,0.092291415,0.264317856,0.660993142,0.747688787,0.545189385,0.133040839,0.540704096,0.605452072,1.438625365,0.862779377,0.215483201,1.193489971,1.999615407
Col6a1,10.03997479,17.27199146,8.741387548,10.98267838,6.431734495,6.609931422,10.78808107,10.08600363,11.04238961,12.00363094,9.20287149,11.0979671,14.54399522,15.51479044,13.67923121,24.10647463
Nusap1,0.313749212,0.842536169,0.874138755,1.107496979,0.88105952,1.416413876,0.640876103,0.136297346,0.532163354,0.865126554,0.726542486,0.411035818,0.986033574,0.646449602,1.193489971,4.665769284
Arhgdib,7.52998109,11.09339289,7.992125758,11.62871828,8.898701151,7.743062523,6.729199084,8.177840777,10.51022625,8.326843082,9.445052318,10.48141337,11.2161319,7.972878422,9.180692086,20.77378229
Slc15a3,4.078739757,2.808453896,2.497539299,3.783948013,2.819390464,2.738400161,3.097567832,1.908162848,1.596490063,3.352365397,3.995983673,3.699322366,2.834846525,3.016764808,3.121435309,9.998077037
Fuca1,52.70986763,48.58625239,45.58009221,39.68530842,48.89880335,44.00325775,51.37690095,55.0641279,50.68855951,63.91122417,48.07289449,57.33949668,58.91550604,50.20758574,68.30434912,82.42859068
Itm2c,24.15868933,28.64622973,19.23105261,37.10114881,19.03088563,18.50780798,20.5080353,23.98833295,25.27775934,31.68526004,18.28465256,28.77250729,35.62046286,29.30571528,32.68326383,51.99000059
Kctd12b,0.627498424,0.561690779,0.74926179,1.107496979,0.528635712,0.56656555,0.534063419,1.362973463,0.665204193,1.297689831,1.453084972,1.849661183,0.862779377,0.430966401,1.00987613,4.443589794
C1qc,85.02603648,48.58625239,61.56434373,59.52796264,41.93843315,56.18441709,80.64357633,55.60931729,35.52190391,66.83102629,66.96299913,100.7037755,29.21124463,59.04239697,87.21657482,220.9575025
Egr2,0.313749212,1.404226948,0.99901572,0.092291415,1.585907136,0.377710367,0.427250736,0.136297346,0.133040839,0.108140819,0.121090414,0.616553728,0.246508393,1.508382404,0.642648446,4.999038518
Nup214,31.68867042,27.52284818,24.72563906,21.68848251,35.2423808,26.81743605,27.13042171,33.93803923,34.59061804,28.54917628,31.72568856,41.92565349,40.05761394,42.45019052,37.54903063,47.21314156
Egln3,0.941247636,0.140422695,0.49950786,1.199788394,0.792953568,0.283282775,0.640876103,0.545189385,0.665204193,1.081408192,0.605452072,0.205517909,0.73952518,0.430966401,1.652524576,4.887948773
Lsp1,6.74560806,5.055217012,3.746308949,4.983736407,3.612344032,4.532524404,5.020196142,3.134838965,11.84063464,3.676787854,3.995983673,3.493804457,7.765014395,3.66321441,6.426484461,32.32711575
C1qb,80.16292369,52.37766515,59.94094319,54.26735199,48.19395574,63.54976924,86.09102321,62.01529256,31.26459707,64.01936499,65.0255525,92.07202334,30.3205324,48.48372014,105.1189244,241.3980156
Aatk,1.254996848,2.527608506,2.872170194,1.845828299,2.555072608,1.60526906,3.204380516,1.499270809,3.326020965,4.541914408,2.906169944,5.54898355,3.451117509,3.44773121,3.855890676,7.10974367
Fgr,2.980617515,5.055217012,1.873154475,4.245405087,1.76211904,3.210538119,3.418005884,2.998541618,3.991225158,3.136083758,2.179627458,4.726911913,2.218575541,3.016764808,3.580469914,13.33076938
Capn5,0.470623818,0.982958863,0.99901572,0.461457075,0.88105952,0.188855183,0.213625368,1.09037877,1.596490063,1.838393927,0.8476329,0.616553728,0.73952518,1.939348805,1.377103813,4.887948773
Myo1f,8.314354121,3.089299285,2.497539299,4.706862162,2.2026488,3.210538119,4.913383458,3.543731004,7.317246124,5.298900143,4.964706988,3.904840276,4.190642689,4.956113614,6.610098302,22.5512182
Slc11a1,13.0205923,10.11043402,9.990157198,9.967472814,4.229085695,5.94893828,13.03114743,13.22084259,17.42834986,9.191969636,16.95265801,15.82487901,8.134776985,9.265777626,11.93489971,58.76647503
Tspan33,2.823742909,2.668031201,1.123892685,3.507073768,2.290754752,4.34366922,1.602190258,2.180757541,2.793857611,3.027942939,2.421808287,3.904840276,3.451117509,7.11094562,1.927945338,9.331538567
Rgs2,1.882495273,5.336062402,2.747293229,1.384371224,1.233483328,1.510841468,2.029440994,1.771865502,0.665204193,1.40583065,2.421808287,2.67173282,0.73952518,2.801281608,2.570593784,14.55275658
Fcgr4,1.56874606,2.387185811,1.123892685,2.676451033,0.088105952,0.944275917,2.777129781,1.635568155,1.330408386,2.8116613,2.179627458,2.877250729,0.36976259,0.646449602,2.386979942,16.77455147
Colec12,1.56874606,0.28084539,1.623400545,0.461457075,1.585907136,0.755420734,1.709002942,1.09037877,0.266081677,1.730253108,0.726542486,1.233107455,0.986033574,1.292899204,1.00987613,6.776474436
Fcer1g,17.41308127,16.56987798,12.73745043,11.62871828,12.24672733,12.65329729,19.2262831,14.7201134,13.83624722,13.95016568,17.43701966,16.85246856,6.532472427,11.42060963,20.93197796,72.76378288
Ly6e,13.64809073,4.914794317,4.745324669,8.675393005,4.405297599,6.893214197,8.224576659,6.269677929,5.853796899,10.81408192,4.722526159,12.12555665,2.834846525,6.033529617,8.813464403,42.54737228
Kif21b,0.941247636,0.982958863,0.124876965,0.36916566,0.44052976,0.377710367,0.213625368,0.272594693,0.665204193,1.189549012,1.210904143,1.233107455,1.232541967,1.723865605,1.285296892,2.221794897
Prkcd,4.235614363,5.336062402,5.744340389,3.876239428,5.814992831,4.154814037,4.486132723,4.225217735,16.36402315,9.191969636,5.206887817,8.01519846,9.244064756,9.912227228,7.160939827,26.994808
Hmmr,1.254996848,0.702113474,0.374630895,0.73833132,0.616741664,0.377710367,0.640876103,0.408892039,0.266081677,0.973267373,0.242180829,0.411035818,0.73952518,1.508382404,0.275420763,3.777051325
Vwa5a,12.54996848,10.8125475,6.868233073,7.106438951,8.017641631,23.41804275,13.56521085,12.81195055,8.115491156,10.92222274,11.0192277,7.604162642,2.218575541,9.696744027,6.518291381,148.6380786
Abcc1,4.235614363,2.808453896,1.373646615,3.230199523,2.114542848,0.849848326,3.3111932,1.226676117,2.261694256,3.568647035,1.816356215,2.877250729,1.602304558,3.878697611,3.764083755,9.886987292
Adam15,4.863112788,4.914794317,4.495570739,5.445193482,4.933933311,4.154814037,4.699758091,4.634109774,4.656429352,3.784928674,4.964706988,6.165537277,4.56040528,2.370315207,7.528167511,13.44185913
Tnfaip3,4.863112788,12.49761984,2.747293229,7.567896025,6.079310687,6.798786605,2.990755149,5.724488544,3.192980127,5.298900143,4.601435745,14.18073574,3.451117509,13.14447524,4.314925281,26.43935927
Map4k1,6.274984242,5.476485096,5.244832529,3.691656598,3.612344032,4.721379587,6.515573717,4.225217735,9.978062896,5.839604239,9.20287149,5.137947731,6.162709837,4.956113614,8.262622878,25.55064132
Glmp,46.90550721,49.00752048,46.45423097,37.00885739,51.36577001,37.39332633,47.63845701,44.97812428,50.289437,47.04125637,50.49470278,49.52981613,46.22032378,36.8476273,54.90053868,102.9801935
Sema4d,0.941247636,1.685072337,0.74926179,1.199788394,0.528635712,0.472137959,0.961314155,1.635568155,2.128653418,2.270957204,0.8476329,2.055179092,1.479050361,1.508382404,3.396856072,4.554679539
Mest,3.294366727,4.493526233,1.99803144,4.706862162,2.64317856,2.077407018,2.777129781,4.634109774,6.652041931,4.974477685,4.722526159,5.960019368,4.313896886,7.11094562,5.416608331,10.55352576
Snx20,2.039369879,2.387185811,1.49852358,1.384371224,1.585907136,0.660993142,1.495377574,1.635568155,1.197367548,1.40583065,1.331994558,2.260697002,0.862779377,1.939348805,1.468910734,5.776666732
Arhgap30,5.804360424,3.931835454,4.245816809,3.876239428,2.819390464,2.077407018,6.088322981,2.998541618,5.587715222,5.190759324,3.753802844,2.67173282,3.697625902,4.525147213,4.865766806,21.66250025
Slc7a7,4.078739757,4.633948928,2.247785369,4.245405087,4.317191647,4.721379587,6.088322981,4.088920389,3.725143481,6.380308335,5.449068645,6.371055186,3.204609115,3.66321441,5.416608331,16.88564122
Col4a2,34.66928794,33.84186944,24.72563906,33.77865787,21.85027609,27.00629124,30.76205296,25.21500906,24.08039179,31.68526004,20.34318961,28.15595357,28.22521105,70.0320402,41.03769363,77.20737267
Mylip,4.392488969,3.791412759,2.247785369,1.661245469,1.850224992,2.266262202,3.738443936,3.816325696,1.729530902,6.380308335,1.816356215,4.110358185,2.218575541,6.464496018,2.662400705,14.33057709
Arvcf,16.15808442,18.53579571,15.23498973,13.38225517,16.38770707,9.442759174,13.56521085,21.39868337,18.89179908,21.84444549,17.31592925,25.68973866,24.65083935,17.45413925,24.05341327,32.4382055
Frem1,1.098122242,2.808453896,1.74827751,0.646039905,1.057271424,0.944275917,0.854501471,0.545189385,0.266081677,4.541914408,1.816356215,1.849661183,0.73952518,1.723865605,3.305049151,10.99788474
Itgb7,19.29557654,7.442402823,8.491633618,5.998941971,7.665217823,8.215200482,10.14720497,6.133380583,8.248531994,9.408251274,8.597419418,17.46902229,6.162709837,10.12771043,19.55487414,32.10493626
Tnfrsf11b,2.666868303,4.212680843,3.746308949,4.245405087,1.76211904,0.660993142,2.563504413,2.862244272,4.124265997,5.947745058,2.179627458,3.904840276,5.29993046,4.309664012,5.32480141,9.664807802
Trpm4,1.254996848,0.982958863,1.123892685,2.399576788,1.497801184,1.60526906,1.38856489,0.408892039,1.995612579,1.838393927,1.089813729,1.027589546,1.848812951,2.801281608,2.937821468,4.554679539
Fgf21,6.902482666,31.73552902,13.23695829,0.646039905,39.47146649,27.57285679,6.729199084,5.315596505,0.93128587,4.866336866,32.45223104,3.082768639,28.71822784,18.53155525,24.05341327,134.085322
Golga4,156.090233,123.291126,102.1493573,126.3469471,118.5906114,135.8813045,101.365237,141.3403481,118.4063464,188.1650255,135.5001736,190.309584,133.7308035,191.5645653,178.656268,241.7312848
Fxyd5,1.725620667,1.965917727,2.872170194,3.045616693,1.497801184,2.360689794,2.029440994,0.954081424,3.059939288,1.730253108,2.78507953,2.055179092,2.465083935,1.077416003,2.019752259,12.8864104
Tacc3,2.823742909,2.246763116,2.497539299,1.845828299,1.674013088,0.849848326,2.670317097,2.044460194,3.192980127,1.297689831,3.390531601,2.260697002,3.327863312,2.585798407,1.652524576,8.442820609
Sema4a,3.921865151,3.370144675,2.122908404,4.060822257,1.32158928,1.699696651,3.418005884,3.271136311,6.119878576,5.190759324,2.906169944,3.904840276,6.532472427,2.585798407,5.508415252,11.8866027
Angptl2,10.51059861,10.6721248,8.616510583,14.02829507,12.42293923,11.04802823,9.719954233,14.85641075,11.57455296,15.46413715,10.65595646,11.92003874,13.92772423,12.49802564,14.5054935,23.66211565
Esm1,0.78437303,0.28084539,0.124876965,0.830622734,0.44052976,0.472137959,0.961314155,3.271136311,0.266081677,0.973267373,0.968723315,3.904840276,1.109287771,0.215483201,0.275420763,8.776089843
Sfxn3,1.725620667,0.702113474,0.99901572,1.476662639,0.969165472,0.472137959,2.456691729,1.635568155,1.330408386,2.379098023,1.210904143,3.082768639,0.862779377,3.232248009,2.478786863,4.887948773
Dock11,5.647485818,7.863670908,4.870201634,2.953325278,3.788555936,3.210538119,5.127008826,3.952623042,4.523388513,5.73146342,5.691249474,4.315876094,6.285964034,13.79092484,7.619974432,15.44147453
Ezh2,5.019987394,8.004093602,5.994094319,3.137908108,6.167416639,6.798786605,6.088322981,8.586732816,4.656429352,8.326843082,5.327978231,8.837270097,8.874302166,10.77416003,9.364305928,12.55314117
Tnxb,3.294366727,5.897753181,10.48966506,2.676451033,14.62558803,6.043365872,12.06983328,5.724488544,10.51022625,8.218702263,17.92138132,6.576573096,9.737081543,20.47090406,8.629850561,44.43589794
Arhgap32,1.725620667,1.685072337,1.99803144,0.73833132,1.233483328,1.133131101,1.068126839,2.453352233,0.532163354,5.190759324,0.726542486,1.849661183,0.73952518,3.44773121,3.672276835,10.33134627
Fabp4,2.353119091,7.442402823,5.994094319,0.646039905,5.374463071,8.12077289,5.447446878,7.223759353,0.399122516,4.650055228,7.991967346,2.877250729,1.479050361,3.232248009,6.518291381,52.87871855
Galns,6.74560806,4.774371622,4.745324669,7.66018744,5.110145215,4.532524404,4.486132723,5.315596505,8.514613671,7.677998166,4.117074087,6.782091005,6.409218231,9.696744027,6.977325986,13.44185913
Adamts2,11.60872085,12.91888792,10.86429595,12.09017536,14.27316422,7.743062523,14.31289964,14.44751871,16.49706399,16.43740453,11.98795102,15.00280737,19.1044005,14.22189124,16.15801807,24.55083361
Rhog,16.62870824,16.0081872,16.48375938,18.18140874,16.74013088,17.84681484,14.95377574,17.03716829,23.81431011,21.84444549,17.43701966,16.64695065,19.84392568,18.96252165,22.40088869,34.10455167
Ccdc22,17.72683048,18.39537302,18.73154475,17.9045345,22.55512371,20.01864945,18.37178163,18.67273644,21.81869753,15.68041879,17.92138132,22.1959342,19.84392568,15.08382404,27.2666555,35.99307733
Plekho2,8.628103333,7.301980129,3.871185914,4.337696502,5.374463071,3.871531261,4.272507355,5.043001813,5.321633545,8.110561443,4.843616573,10.07037755,3.697625902,4.956113614,7.43636059,19.10743611
Mybbp1a,60.23984872,54.62442827,42.45816809,50.39111256,63.78870924,62.41663814,61.6309186,71.01091742,79.29233981,64.23564663,60.54520717,77.27473387,89.11278425,88.77907865,77.66865505,98.75878317
Adcy7,3.608115939,2.106340422,1.373646615,2.953325278,1.145377376,2.077407018,1.174939523,1.908162848,3.991225158,4.650055228,2.78507953,3.288286548,2.218575541,1.723865605,3.121435309,13.10858989
Itgal,14.58933836,7.442402823,6.618479143,5.722067726,6.431734495,6.51550383,7.797325923,5.724488544,10.90934877,10.27337783,7.991967346,11.71452083,4.190642689,9.912227228,13.2201966,28.32788494
Tnfrsf21,4.549363575,3.931835454,3.746308949,1.938119714,5.638780927,5.004662362,3.84525662,4.906704466,1.729530902,3.893069493,6.175611131,6.371055186,2.834846525,7.972878422,5.692029094,12.10878219
Lrrc25,2.353119091,1.965917727,2.497539299,2.399576788,1.32158928,2.17183461,1.602190258,1.635568155,4.124265997,2.054675566,2.421808287,2.466214911,2.588338132,1.292899204,4.22311836,8.109551374
Oxct1,2.353119091,1.965917727,0.74926179,0.830622734,1.32158928,1.227558693,1.281752207,2.180757541,0.266081677,1.622112289,0.8476329,2.055179092,0.493016787,4.309664012,1.744331496,6.443205201
Dhx37,19.29557654,15.02522834,13.36183525,14.85891781,17.09255469,13.50314562,12.39027133,19.49052052,16.23098231,22.4932904,14.89412096,21.78489838,20.33694246,24.13411847,19.64668107,28.21679519
Tesc,0.156874606,0.140422695,0.374630895,0.092291415,0.616741664,0.283282775,0.213625368,0.272594693,0.798245032,0.324422458,0.484361657,0.205517909,0.616270984,0.430966401,0.275420763,2.110705152
Cmtm3,4.863112788,4.212680843,3.871185914,2.584159618,3.788555936,4.910234771,4.165694671,3.407433657,1.596490063,3.784928674,3.269441187,4.110358185,2.465083935,3.232248009,6.151063698,12.66423091
Elovl1,7.059357272,9.267897855,7.367740933,8.0293531,5.462569023,6.137793463,8.651827394,5.315596505,11.17543044,7.677998166,7.023244032,9.248305916,8.627793772,7.11094562,8.079009036,18.3298079
Nid2,1.411871454,1.825495032,1.623400545,1.199788394,0.88105952,2.17183461,0.640876103,2.180757541,1.596490063,3.136083758,0.968723315,0.822071637,1.848812951,3.232248009,2.754207626,6.332115456
