2,17,,,,,,,,,,,,,,,
Gene name,P35998,P35972,P35975,P10876,P36001,P36007,P35930,P35937,P10865,P35987,P35963,P35982,P10880,P36016,P35955,P35990
Rtl6,1.56874606,0.561690779,0.24975393,1.292079809,0.352423808,0.283282775,0.427250736,0.681486731,0.93128587,1.189549012,1.089813729,1.644143274,1.355796164,0.861932802,0.550841525,1.110897449
Pla2g15,27.13930685,32.57806519,25.72465478,14.76662639,18.23793206,16.99696651,24.03285387,40.07141981,18.62571741,31.68526004,28.94060903,55.6953534,11.58589449,34.6927953,34.79482301,32.21602601
2210016L21Rik,7.52998109,5.616907791,5.119955564,3.230199523,7.400899967,4.34366922,5.447446878,5.315596505,10.24414457,6.488449155,5.812339888,8.01519846,7.148743411,6.249012818,7.43636059,7.220833415
D030056L22Rik,2.353119091,2.527608506,2.872170194,1.292079809,1.674013088,1.133131101,2.029440994,1.635568155,2.128653418,2.487238843,0.484361657,2.877250729,0.986033574,1.292899204,1.744331496,2.999423111
Pomt2,8.314354121,8.565784382,7.242863968,9.875181399,5.903098783,2.832827752,6.195135665,11.44897709,10.24414457,11.2466452,8.234148175,12.12555665,9.367318953,14.86834084,8.629850561,9.220448823
Nt5c2,31.37492121,25.41650775,20.85445315,39.31614277,21.67406419,24.64560144,23.92604119,28.62244272,48.69294693,34.92948462,25.79225825,45.83049376,41.16690171,37.92504331,30.84712541,32.66038499
Sik3,110.5965973,67.2624708,47.57812365,60.08171113,68.89885446,79.31917706,62.80585812,69.37534926,75.43415549,57.20649338,66.7208183,91.86650543,77.28038136,73.91073781,73.26192285,80.42897527
Tnfrsf14,36.238034,25.83777584,26.7236705,17.81224308,28.72254035,21.43506333,34.07324616,38.84474369,60.53358157,57.20649338,70.59571156,40.0759923,65.44797847,56.67208176,49.66754419,46.54660309
Mbd6,28.39430369,22.46763116,21.85346887,25.56472194,21.23353443,20.01864945,20.08078457,28.21355068,60.79966325,28.33289464,38.0223901,26.30629238,47.32961155,34.9082785,36.90638219,36.54852606
Tfcp2l1,5.490611212,8.987052466,7.742371828,3.691656598,4.229085695,3.021682936,2.029440994,8.995624855,4.922511029,12.76061667,4.964706988,10.07037755,9.490573149,9.696744027,8.53804364,7.10974367
Cdk14,0.313749212,1.263804253,0.74926179,1.292079809,0.792953568,0.188855183,0.213625368,0.545189385,0.798245032,1.081408192,1.210904143,1.233107455,1.232541967,8.403844824,1.193489971,1.333076938
Xpot,150.913371,103.9127941,103.6478809,92.0145407,111.5421352,140.4138289,94.1019745,124.1668825,86.87566762,142.7458814,98.93086851,166.8805423,93.67318953,146.5285764,125.6836747,129.0862835
Ano8,11.76559545,12.21677445,6.243848249,9.506015739,8.193853535,6.421076238,11.85620791,10.76749036,4.124265997,13.73388404,16.22611552,16.44143274,4.313896886,7.326428821,10.19056822,15.88583351
Neto2,1.725620667,2.387185811,5.744340389,0.73833132,3.788555936,1.133131101,1.174939523,2.998541618,0.399122516,2.054675566,2.300717872,6.165537277,0.36976259,6.679979219,1.744331496,3.554871835
Tmem132b,0.941247636,1.825495032,1.123892685,1.292079809,2.026436896,0.56656555,1.495377574,1.499270809,0.133040839,2.054675566,1.453084972,1.849661183,0.862779377,1.292899204,1.377103813,1.999615407
Txnrd2,58.51422806,56.16907791,68.8072077,43.65383927,76.21164847,57.78968615,64.9421118,64.87753683,60.66662241,70.39967333,52.91651107,70.28712496,42.15293529,37.70956011,81.06551112,81.9842317
Skap2,22.74681788,15.86776451,11.48868078,13.10538092,14.09695232,12.18115933,11.21533181,20.71719664,15.43273728,22.60143122,13.44103599,22.40145211,10.10684413,25.85798407,14.13826581,20.21833356
Cacnb3,0.627498424,0.842536169,0.374630895,0.646039905,0.616741664,0.188855183,0.427250736,0.272594693,1.463449225,0.973267373,0.968723315,1.027589546,0.493016787,10.98964323,0.734455367,1.777435918
Klhl12,17.88370509,13.90184678,16.85839027,14.39746073,15.85907136,15.76940782,11.74939523,15.81049217,20.62132999,26.27821908,16.46829635,23.84007747,17.50209594,18.31607205,23.68618558,18.55198739
Dmxl1,64.47546309,39.73962262,33.96653447,52.14464944,35.4185927,32.67194674,31.72336711,56.29080402,25.41080018,65.85775892,40.44419839,85.08441443,39.31808876,77.35846902,44.8935843,50.32365442
Hs2st1,17.25620667,15.58691912,11.36380381,8.859975834,12.95157494,10.10375232,8.54501471,14.17492401,7.71636864,16.00484125,8.355238589,25.48422075,7.641760198,31.67603049,14.9645281,13.55294887
B9d2,3.137492121,1.544649643,3.121924124,1.476662639,2.64317856,1.416413876,2.136253678,2.180757541,1.330408386,2.91980212,2.179627458,2.466214911,1.479050361,0.861932802,2.386979942,3.554871835
Batf2,0.78437303,0.982958863,0.124876965,0.36916566,0.44052976,0.472137959,0.320438052,0.545189385,0.399122516,1.081408192,0.121090414,0.411035818,0.986033574,0.430966401,0.826262288,0.777628214
Epc2,20.55057339,18.9570638,15.35986669,17.53536884,19.73573325,16.71368374,15.38102648,21.67127806,16.09794147,20.76303729,14.53084972,19.11316556,15.53002879,32.53796329,15.79079039,21.21814127
Glg1,30.11992436,21.76551769,15.60962062,22.42681383,15.5947535,15.76940782,16.02190258,31.62098434,27.67249443,30.60385185,17.92138132,37.60977739,22.43226381,78.43588502,26.44039321,25.66173106
Trappc6b,17.25620667,18.9570638,17.4827751,21.31931685,22.2026999,25.1177394,18.69221968,18.40014175,18.75875824,20.11419238,20.22209919,12.12555665,20.09043407,19.39348805,21.20739872,25.43955157
Tex38,2.666868303,2.387185811,1.24876965,2.399576788,2.114542848,2.738400161,1.709002942,3.134838965,2.92689845,1.40583065,3.390531601,3.699322366,2.465083935,1.723865605,2.478786863,3.110512856
Zfand5,43.92488969,62.20725379,41.08452148,34.05553211,57.97371641,64.39961757,59.17422687,54.65523586,39.11400655,53.20528307,43.83472999,45.83049376,52.9993046,187.6858677,50.5856134,67.09820589
Golim4,82.82979199,48.72667509,47.07861579,43.00779936,39.20714864,43.71997498,27.55767244,59.56194033,27.93857611,66.07404056,54.49068645,56.92846086,50.04120388,81.02168343,50.21838571,60.54391094
Tjp3,43.29739127,47.46287084,32.71776482,36.27052607,43.87676409,27.00629124,34.71412226,43.61515081,125.9896742,35.25390707,40.92856005,35.76011621,96.75454444,48.05275374,40.0278175,73.65250084
Pde7a,1.725620667,0.982958863,1.99803144,2.676451033,0.88105952,2.077407018,1.602190258,1.771865502,0.266081677,1.838393927,1.331994558,1.849661183,3.081354919,1.723865605,1.560717655,1.999615407
Ankra2,22.58994327,29.6291886,27.22317836,28.79492146,27.66526892,24.55117385,24.35329192,26.44168518,26.8742494,23.89912105,31.48350773,25.68973866,38.08554679,34.0463457,26.25677937,28.10570545
Fam89b,14.11871454,16.1486099,16.35888241,16.7047461,13.92074041,9.726041949,13.35158548,15.53789748,10.77630793,15.46413715,16.83156759,12.94762828,15.2835204,10.98964323,16.52524576,18.10762841
Pycr2,3.451241333,4.774371622,4.120939844,6.091233386,6.167416639,4.154814037,3.204380516,6.542272622,14.90057392,4.650055228,6.054520717,9.042788007,10.84636931,5.171596815,4.406732202,8.553910353
Tnrc6b,28.70805291,22.32720847,16.73351331,20.21181987,31.63003676,25.58987736,18.26496894,23.44314356,34.85669972,21.41188221,26.27661991,28.15595357,28.84148204,48.26823694,27.63388318,26.66153876
Irf6,43.14051666,38.47581837,25.72465478,16.42787186,34.71374508,41.83142314,34.07324616,37.61806758,16.49706399,63.04609762,24.58135411,80.35750251,23.17178899,22.41025286,64.81568613,46.3244236
Trim14,29.33555133,17.13156876,25.72465478,21.04244261,17.88550825,11.14245583,14.41971232,34.34693127,55.87715222,43.36446852,21.67518417,45.21394003,44.00174824,26.50443367,43.42467357,32.10493626
Rpap1,19.29557654,16.28903259,10.61454202,13.75142083,11.10134995,10.67031787,15.9150899,22.48906214,29.53506617,23.46655778,18.16356215,27.74491775,20.58345086,16.59220645,22.40088869,20.99596178
Cope,78.59417763,73.58149206,74.05204023,65.15773895,97.88571266,73.46466638,86.51827394,93.6362769,101.1110373,76.13113675,79.19313098,87.34511143,92.44064756,64.21399378,88.59367863,95.64827032
2020/09/07,75.61356012,61.08387223,66.43454536,71.71042941,65.55082828,64.11633479,58.3197254,76.32651392,61.06574492,74.184602,69.38480742,89.60580843,65.07821588,274.0946312,74.8226405,84.2060266
Pafah1b2,26.19805921,25.27608506,24.35100817,26.30305326,26.87231536,23.60689794,24.46010461,24.66981968,17.02922734,34.92948462,23.00717872,28.15595357,16.51606236,36.6321441,26.53220013,30.43859009
Sdr39u1,66.04420915,37.7737049,59.1916814,52.97527218,64.14113305,31.53881564,55.11534488,37.34547288,88.87128019,47.58196047,44.31909165,54.66776386,67.29679142,55.59466576,69.9568737,64.54314176
Cpeb4,31.061172,37.7737049,14.73548187,18.36599157,12.68725709,14.8251319,11.10851912,30.66690292,50.15639616,57.74719748,27.97188571,43.36427885,38.45530938,57.10304816,44.52635662,32.4382055
Tmsb4x,126.1271833,180.8644309,165.4619786,128.1927754,139.8241458,120.4896071,179.2316835,109.8556611,84.08181,160.5891166,167.8313143,100.4982576,66.31075785,1200.456911,149.1862464,286.3893622
Gpam,107.3022305,92.39813316,44.08156863,62.75816216,32.95162604,25.30659459,21.04209872,87.50289632,155.6577812,98.08372305,104.9853892,298.0009684,342.5234128,248.6676135,85.10501564,55.87814166
Itm2b,949.5619904,1062.016841,1151.615371,868.6467974,1007.315349,863.7291817,1097.60714,915.3729777,801.8371343,922.1167657,1057.119317,881.2607948,909.8624804,958.2537931,1038.519889,1132.0045
Smg1,42.66989285,22.88889925,19.9803144,31.00991542,16.03528326,21.15178055,16.02190258,29.57652415,22.48390173,33.30737233,25.55007743,40.89806394,26.12988971,66.15334259,26.71581397,29.10551315
Srpk1,28.23742909,27.10158009,37.83772039,32.02512098,34.09700342,22.28491165,29.90755149,41.57069062,36.8523123,36.44345609,32.69441187,50.14636985,29.95076981,48.91468654,32.95868459,35.43762861
U2surp,49.41550091,38.33539567,42.95767595,41.34655389,56.03538546,52.12403064,39.52069303,52.88337036,72.10813453,48.55522784,46.98308076,43.56979676,53.86208398,81.23716663,51.044648,56.76685962
Agpat3,235.4687837,239.8419627,268.7352286,247.1564092,324.3180093,326.7194674,299.716391,256.1027137,329.0099939,307.7687716,331.7877353,313.6203295,363.8463888,304.6932457,315.9076147,304.9413496
Ppp3cb,42.35614363,47.18202545,43.33230684,45.22279332,33.83268556,38.52645743,33.53918274,41.02550123,39.24704739,47.69010129,38.99111342,48.50222658,35.74371706,100.1996883,42.59841128,47.32423131
Dedd,28.70805291,24.01228081,23.10223852,21.13473402,26.6079975,24.26789108,21.57616214,20.85349398,25.67688185,25.52123334,28.6984282,19.9352372,28.10195686,31.67603049,29.74544236,26.66153876
Kank1,29.17867673,33.42060136,25.59977782,23.07285374,15.68285945,7.176496972,19.76034652,48.38555793,61.3318266,69.21012432,32.45223104,68.43746378,61.75035257,58.18046416,54.71692484,35.21544912
Slit3,0.313749212,0.28084539,0.99901572,0.461457075,0.792953568,0.377710367,0.854501471,0.954081424,0.665204193,0.865126554,0.726542486,1.644143274,1.602304558,7.757395222,1.193489971,0.888717959
Ywhab,76.71168236,57.43288216,54.69611066,63.40420207,59.29530569,58.3562517,58.21291271,62.28788725,57.47364228,81.75445935,69.38480742,74.19196524,59.77828542,147.3905092,72.25204672,70.65307772
Zfp169,1.56874606,1.263804253,0.874138755,2.491868203,1.233483328,0.849848326,1.174939523,1.908162848,5.454674383,2.91980212,4.117074087,2.67173282,5.546438853,2.801281608,4.773959885,2.666153876
Tmed9,92.08539375,73.44106937,86.53973672,95.52161446,109.6038043,109.8192892,92.60659692,122.9402064,109.625651,108.2489601,94.5716136,105.6362054,86.15468352,88.99456185,105.577959,119.6436552
Nudcd3,29.64930054,24.57397159,19.10617564,18.45828299,21.93838205,18.69666316,21.14891141,34.34693127,21.41957502,40.12024394,25.91334867,48.9132624,17.62535013,45.03598893,27.54207626,29.2166029
Nlk,14.43246376,12.07635175,12.73745043,8.39851876,10.74892614,11.99230415,14.52652501,16.90087094,13.70320638,13.62574322,19.61664712,14.59177156,15.1602662,20.47090406,17.81054265,14.55275658
Csnk1g2,75.2998109,71.19430625,56.44438817,58.14359141,73.39225801,64.0219072,72.2053743,76.05391923,108.9604468,89.64873915,71.92770612,83.23475324,92.93366434,87.48617945,76.65877892,82.20641119
Cog8,45.17988654,34.68440561,33.21727268,42.08488521,45.37456527,30.78339491,36.85037594,54.11004648,63.7265617,38.28185001,42.01837378,39.66495648,58.05272667,38.14052651,51.87091029,50.65692365
Arf1,175.5426842,146.0396026,156.2210832,153.8497887,166.6083552,166.0981339,165.239222,185.0917963,140.6241664,190.6522643,144.2186835,208.1896421,101.1916955,224.7489782,190.9583954,185.0755149
Usp32,51.14112157,39.03750915,25.84953175,30.64074976,20.88111062,34.46607099,21.25572409,37.07287819,30.59939288,49.42035439,32.9365927,55.28431759,33.03212473,70.2475234,32.40784307,38.8814107
Alg3,41.25802139,37.21201412,41.20939844,41.25426248,34.71374508,32.19980878,35.03456031,35.57360738,54.28066215,33.19923151,30.87805566,39.45943857,52.38303362,31.89151369,35.71289222,45.21352615
Tram2,3.608115939,2.808453896,2.497539299,2.214993959,4.493403551,3.116110527,3.738443936,3.816325696,5.188592706,9.624532913,2.058537044,5.754501459,7.518506001,24.13411847,5.967449856,4.776859029
Rbbp5,33.41429109,32.2972198,25.22514692,27.7797159,23.70050108,22.09605647,22.85791435,31.62098434,28.73682114,37.092301,27.0031624,39.45943857,33.77164991,35.9856945,34.88662993,28.55006443
Bcl9l,25.57056079,20.50171344,19.10617564,19.84265421,17.6211904,18.41338039,19.76034652,44.97812428,44.03651758,40.66094804,31.96786939,47.06360122,34.51117509,66.58430899,44.06732202,27.88352596
Mta3,23.3743163,34.82482831,24.47588513,29.81012703,28.72254035,17.94124243,28.41217391,39.52623042,63.85960254,35.47018871,22.88608831,32.06079384,45.6040528,34.6927953,36.26373374,41.21429534
Lmf1,44.0817643,36.93116873,39.46112093,35.16302909,46.4318367,36.16576764,31.29611638,50.02112609,40.04529242,43.90517261,38.14348052,41.72013558,44.86452761,38.57149291,46.36249504,44.21371845
Nek9,56.00423436,40.72258149,35.96456591,45.96112464,29.25117606,25.58987736,36.95718862,60.6523191,46.83037519,74.94158774,32.69441187,83.85130697,32.78561633,98.90678908,48.56586114,51.87891085
Npr2,0.313749212,0.561690779,0.49950786,1.015205564,1.057271424,0.377710367,0.427250736,0.954081424,3.192980127,0.216281638,0.605452072,0.616553728,19.72067148,16.16124005,0.734455367,1.110897449
Rabl3,7.843730302,7.301980129,5.994094319,7.66018744,4.933933311,4.815807179,7.797325923,8.041543431,11.17543044,9.840814551,6.659972789,10.27589546,9.613827346,12.28254243,7.619974432,7.998461629
Qpctl,17.56995588,18.11452763,25.10026996,19.19661431,20.70489872,17.1858217,20.5080353,22.89795418,23.28214676,26.92706399,21.06973209,27.74491775,23.29504318,19.17800485,29.01098699,22.66230795
Rab6a,41.25802139,29.6291886,31.34411821,34.33240636,38.06177126,40.0372989,28.62579928,34.89212065,24.34647347,49.74477685,42.50273543,44.18635049,26.3763981,90.93391066,31.21435309,45.3246159
Proser2,22.11931945,32.85891058,20.85445315,30.08700127,16.47581302,8.498483257,18.79903236,38.16325696,23.14910592,16.76182698,8.476329004,21.57938047,40.05761394,31.24506409,17.81054265,28.21679519
Cdc42ep3,2.196244485,9.548743245,4.370693774,1.476662639,3.612344032,2.549544977,5.020196142,2.862244272,0.665204193,4.001210312,1.331994558,4.521394003,2.095321345,7.11094562,2.937821468,5.776666732
B3galt6,1.725620667,2.668031201,2.997047159,2.030411129,2.64317856,1.982979427,4.058881987,3.407433657,2.394735095,2.487238843,3.511622016,7.809680551,4.437151083,3.44773121,3.396856072,2.777243621
Appbp2,32.15929424,39.45877723,25.10026996,28.24117297,29.42738796,31.34996046,25.31460608,27.80465864,25.1447185,25.3049517,23.85481162,33.08838339,26.00663551,37.49407691,25.24690324,32.88256448
Zfp438,13.33434151,8.565784382,7.867248793,5.906650556,8.898701151,9.348331582,7.049637136,11.44897709,12.77192051,10.81408192,9.20287149,12.12555665,14.91375781,10.12771043,11.20044435,10.44243602
Hmgxb3,37.02240703,25.55693045,25.59977782,30.64074976,26.4317856,28.80041548,22.64428898,42.66106939,30.46635204,29.30616202,27.48752405,39.45943857,22.92528059,37.2785937,33.32591227,34.32673116
Rasa2,4.078739757,5.476485096,2.997047159,4.337696502,2.731284512,3.682676078,2.136253678,4.906704466,0.93128587,6.488449155,3.874893259,5.54898355,4.313896886,9.912227228,3.764083755,4.554679539
Spata2l,54.27861369,37.6332822,40.95964451,44.484462,51.80629977,43.15340943,43.47276234,57.1085881,59.46925486,56.34136683,47.34635201,56.92846086,55.09462594,40.29535851,57.74655322,54.9894237
Sh3d19,109.3416004,89.30883388,76.92421042,78.81686836,94.71389839,91.5003364,63.87398496,109.3104717,65.72217428,128.5794341,59.0921222,129.2707649,58.42248926,108.1725667,93.55125236,109.6455782
Unc5b,2.509993697,3.931835454,0.624384825,2.768742448,3.52423808,1.038703509,0.213625368,0.408892039,9.845022058,2.487238843,1.210904143,3.288286548,6.285964034,4.309664012,1.00987613,4.887948773
Klhl15,4.706238181,2.668031201,1.49852358,2.122702544,2.290754752,3.021682936,2.029440994,2.862244272,3.059939288,3.136083758,3.027260358,2.877250729,2.341829738,3.66321441,2.203366101,3.777051325
Setd1b,14.74621297,10.11043402,9.615526303,10.79809555,9.339230911,11.61459378,11.64258254,16.90087094,34.72365888,23.5746986,17.31592925,20.75730883,27.85544846,18.53155525,21.29920564,18.99634637
Fut8,12.07934467,10.39127941,8.366756653,11.99788394,11.36566781,5.571227913,8.651827394,8.45043547,7.71636864,9.732673732,4.964706988,12.53659246,11.58589449,27.79733288,9.731533612,9.998077037
Nagpa,26.98243224,14.18269217,20.60469922,14.95120922,22.2026999,15.10841468,23.49879045,16.21938421,17.42834986,17.84323518,28.09297613,17.8800581,20.58345086,25.64250087,27.2666555,23.10666693
Slc2a8,21.80557024,16.56987798,15.73449759,18.18140874,16.47581302,15.01398709,14.41971232,20.0357099,21.0204525,16.11298207,17.31592925,17.67454019,23.54155158,11.42060963,26.07316553,20.44051305
Paxbp1,28.70805291,34.82482831,31.7187491,41.90030238,23.61239513,29.17812585,36.31631252,32.71136311,58.00580564,40.87722967,57.3968564,26.92284611,47.57611994,49.34565294,28.00111086,52.10109033
Pld4,2.509993697,2.246763116,1.24876965,4.060822257,1.76211904,2.077407018,1.281752207,1.635568155,9.179817864,1.40583065,2.300717872,2.466214911,4.56040528,1.939348805,3.305049151,4.999038518
Xkr6,0.313749212,0.140422695,0.49950786,0.092291415,0.352423808,0.283282775,0.106812684,0.681486731,0.798245032,0.324422458,0.363271243,0.411035818,0.246508393,0.430966401,0.183613842,0.666538469
Zfp592,34.04178951,35.66736447,46.95373883,40.97738823,32.15867248,29.65026381,28.19854854,37.07287819,63.19439834,54.07040962,47.83071366,51.37947731,51.39700004,46.97533773,80.14744191,43.76935947
Atg12,12.39309388,10.11043402,15.35986669,11.62871828,13.3921047,10.48146268,9.399516181,9.677111587,11.04238961,13.62574322,12.59340309,10.48141337,10.72311512,12.28254243,12.3021274,14.33057709
Polr1a,20.23682418,21.76551769,16.35888241,15.50495771,16.91634278,18.50780798,18.37178163,26.85057722,27.67249443,38.82255411,20.22209919,21.57938047,17.00907915,28.44378248,23.96160635,29.32769264
Slc25a28,33.57116569,40.3013134,37.0884586,26.67221892,58.76666998,42.96455424,29.90755149,28.21355068,39.38008823,31.57711922,29.90933234,31.64975802,42.27618948,45.25147213,33.23410535,45.43570564
Prkag1,47.53300563,43.53103538,38.71185914,54.91339189,47.92963788,53.44601693,53.94040536,62.01529256,52.0189679,50.71804423,48.92052739,57.7505325,55.95740532,48.48372014,55.54318712,54.10070574
Ss18,13.96183994,13.76142409,12.73745043,17.44307742,13.74452851,12.65329729,11.96302059,17.99124971,19.69004412,16.8699678,11.0192277,18.90764765,15.1602662,29.09023208,14.78091426,16.108013
Orc5,20.8643226,18.11452763,15.98425152,21.22702544,13.56831661,13.12543525,12.39027133,25.48760376,17.02922734,23.89912105,21.43300334,29.38906102,25.39036453,23.05670246,20.10571567,19.44070535
Nfatc3,25.72743539,16.99114607,15.98425152,19.56577997,15.77096541,12.18115933,11.32214449,26.57798253,14.63449225,30.38757021,16.34720594,29.38906102,12.20216548,26.93540008,20.28932951,23.88429514
Far1,1.411871454,2.387185811,1.24876965,1.845828299,0.704847616,1.416413876,1.495377574,0.817784078,2.261694256,2.054675566,1.210904143,1.233107455,1.232541967,33.8308625,2.11155918,4.887948773
Bbx,10.19684939,7.582825518,7.117987003,5.537484897,10.13218448,7.931917706,6.836011768,9.268219548,11.97367548,8.65126554,9.929413976,11.0979671,5.66969305,20.90187046,9.272499007,10.55352576
Id3,58.82797727,18.53579571,32.96751875,20.76556836,40.52873791,22.28491165,57.67884929,23.98833295,18.35963573,53.09714225,31.84677897,35.14356248,23.17178899,15.94575684,135.9660498,56.87794936
Ccdc120,4.706238181,3.931835454,3.746308949,6.829564706,3.171814272,5.571227913,4.913383458,3.952623042,5.454674383,6.380308335,15.01521138,4.315876094,5.423184657,6.895462419,4.957573727,9.886987292
Sacm1l,51.9254946,44.23314886,37.33821253,40.60822257,31.10140105,31.34996046,35.7822491,50.70261282,33.26020965,57.3146342,46.37762869,79.53543088,44.49476502,75.41912021,48.01501961,42.43628253
Slc35a4,12.8637177,9.267897855,11.61355774,15.50495771,14.18505827,12.84215248,13.35158548,13.90232932,13.96928805,12.43619421,10.53486605,13.97521783,13.80447004,9.912227228,12.3021274,15.33038479
Tap2,48.94487709,39.03750915,35.09042716,28.70263005,46.51994265,42.96455424,43.15232429,54.11004648,47.36253855,48.23080538,42.98709709,55.6953534,57.92947247,41.37277452,40.30323826,48.32403901
Sike1,13.0205923,16.28903259,14.23597401,13.47454658,17.35687254,13.31429044,12.92433475,13.35713994,14.10232889,19.35720664,16.10502511,17.46902229,12.57192807,13.57544164,13.77103813,18.10762841
Cdk5,17.09933206,20.22086805,20.85445315,22.61139666,20.79300467,17.37467688,21.57616214,23.98833295,23.68126927,20.11419238,18.04247174,18.70212974,22.92528059,18.10058885,23.7779925,23.43993616
Cpsf7,14.90308757,10.95297019,9.365772373,15.68954054,10.92513805,9.820469541,12.39027133,14.17492401,26.74120856,15.35599633,26.27661991,16.03039692,21.69273863,32.53796329,18.54499801,17.55217969
Bdh2,25.41368618,27.10158009,23.35199245,71.15668092,25.37451417,16.90253892,24.35329192,10.76749036,44.96780345,18.05951681,16.71047718,35.76011621,47.57611994,19.60897126,39.66058981,40.43666713
Ttyh2,50.98424697,46.90118006,37.58796646,21.96535676,23.96481894,14.9195595,32.04380516,57.65377748,41.77482333,71.48108152,37.78020927,101.936883,53.86208398,81.45264983,49.11670266,40.76993636
Efcc1,0.470623818,0.982958863,0.99901572,1.107496979,0.264317856,0.56656555,0.427250736,0.681486731,1.064326709,2.162816385,0.726542486,1.644143274,0.73952518,1.939348805,0.642648446,1.221987193
Nop14,18.66807812,17.69325954,14.23597401,16.42787186,21.67406419,26.91186365,17.30365479,17.85495236,25.80992269,16.22112289,22.28063624,27.53939984,28.10195686,23.27218567,17.81054265,21.21814127
Bhlhe40,199.5444989,192.2386692,48.8268933,70.04918394,50.30849859,65.53274867,72.52581235,127.0291267,39.51312907,106.9512702,150.7575659,176.3343661,115.3659282,256.6404919,160.2030769,117.7551295
Pip4k2b,4.392488969,5.055217012,4.495570739,6.460399046,3.788555936,1.888551835,4.486132723,4.225217735,5.321633545,6.055885878,4.722526159,10.07037755,3.697625902,17.02317285,4.314925281,5.443397498
Rhbdf2,16.94245745,30.05045668,7.992125758,18.45828299,12.42293923,10.76474546,8.865452762,8.995624855,15.43273728,7.569857347,9.081781075,7.809680551,12.57192807,13.35995844,11.0168305,23.21775667
Lypla2,64.7892123,56.87119139,58.69217354,57.03609443,56.74023308,61.94450018,55.22215756,77.96208208,81.55403407,80.78119198,62.4826538,75.01403687,79.74546529,96.96744027,69.31422525,66.8760264
Dhrs3,235.9394075,206.2809386,269.6093674,258.0467962,195.0665777,238.7129519,231.5698986,294.81116,330.0743206,212.388569,294.8551589,254.6366896,304.0681034,213.5438518,303.6972942,289.2776956
Phc2,19.92307497,16.56987798,15.48474366,20.30411129,13.92074041,16.52482855,15.38102648,21.12608868,15.8318598,17.4106719,14.40975931,17.05798647,15.53002879,40.72632491,20.84017104,19.3296156
Recql,10.82434782,8.987052466,8.491633618,7.752478855,9.779760671,5.476800321,7.583700555,10.76749036,9.711981219,11.46292684,9.566142733,8.426234279,12.44867387,7.326428821,12.94477584,10.66461551
Sema4c,6.431858848,24.85481698,12.36281953,5.537484897,5.991204735,6.893214197,10.5744557,6.405975276,5.72075606,5.407040962,6.902153617,7.604162642,6.409218231,9.265777626,8.721657482,16.108013
Ctdsp1,143.8540137,101.2447629,92.03432318,95.42932305,99.38351384,108.5917305,111.1920039,154.0160013,149.4048618,161.4542431,123.8754939,155.1660215,119.8030792,157.5182196,142.4843412,134.085322
Gigyf2,44.0817643,27.38242548,25.72465478,37.83948013,27.13663321,29.17812585,25.42141876,42.79736674,46.165171,34.49692134,39.35438466,44.59738631,40.55063073,73.47977141,37.73264448,36.77070555
Arl8b,50.19987394,39.31835454,43.58206077,47.06862162,43.70055219,38.71531261,39.94794377,39.66252777,34.32453636,40.12024394,39.47547507,46.85808331,41.41341011,75.20363701,39.20155521,45.21352615
Lrp5,240.6456457,258.096913,210.0430551,271.5213428,210.7494372,237.3909656,206.0416672,292.4941051,257.3009819,366.8136589,238.3059354,305.1940952,221.4877915,288.1010392,302.6874181,286.9448109
E2f3,3.451241333,2.387185811,2.122908404,3.691656598,4.140979743,2.266262202,1.602190258,2.998541618,1.197367548,2.8116613,2.542898701,2.466214911,2.958100722,8.619328024,1.468910734,3.777051325
Herc1,63.84796466,56.02865522,47.70300062,56.66692877,60.88121282,67.70458328,52.12458973,62.69677929,70.77772614,58.17976075,52.67433024,59.18915786,54.35510076,94.81260827,64.99929997,64.6542315
Mfn2,50.82737236,35.80778717,35.83968895,36.63969173,37.26881769,31.91652601,31.40292906,57.65377748,30.3333112,57.53091584,37.29584762,82.00164579,33.8949041,71.7559058,47.73959885,43.43609024
Marf1,71.22107115,49.85005665,38.08747432,56.94380302,35.94722841,35.59920209,32.79149395,56.97229075,53.48241712,89.75687997,38.0223901,73.16437569,50.53422066,72.6178386,66.74363147,58.87756477
Ccdc6,1.882495273,1.544649643,0.624384825,1.199788394,1.674013088,0.849848326,0.640876103,3.134838965,3.059939288,2.379098023,1.695265801,3.288286548,1.972067148,5.602563216,2.937821468,1.777435918
Klc3,5.96123503,4.072258149,5.244832529,4.891444992,6.960370207,5.382372729,4.699758091,4.906704466,11.57455296,7.461716528,3.995983673,5.54898355,11.4626403,4.956113614,5.783836014,7.998461629
Zc3h7b,18.0405797,18.39537302,9.865280233,13.65912941,14.27316422,10.48146268,12.49708401,20.85349398,11.57455296,26.27821908,16.83156759,31.2387222,9.613827346,65.93785939,23.86979942,18.3298079
Snx4,33.25741648,43.25018999,36.21431984,23.90347647,28.6344344,31.44438805,20.40122262,38.84474369,24.21343263,54.82739536,29.90933234,49.94085195,24.15782256,40.94180812,29.37821468,43.32500049
Ipo13,53.80798987,59.2583772,58.19266568,50.76027822,67.22484137,45.04196126,50.41558679,73.46426965,59.20317318,61.64026697,60.42411675,64.5326235,77.65014395,73.69525461,78.03588274,57.32230834
Igf1,214.4475865,205.8596705,219.1590735,251.3095229,204.8463384,212.0843711,185.9608826,201.8563699,218.1869753,238.6667881,178.0029091,256.8973866,229.4993143,125.626706,373.6541679,247.1746823
